,cui,semtyp,Name
7885,C0020168,Intellectual Product,Humor
7886,C0085979,Mammal,Cavia
7887,C0014049,Virus,Venezuelan equine encephalitis virus
7888,C0023093,Virus,Lassa virus
7889,C0369103,Immunologic Factor,Dengue virus antigen
7890,C0029923,"Amino Acid, Peptide, or Protein",ovalbumin
7891,C0007082,Immunologic Factor,Carcinoembryonic Antigen
7892,C1718423,Finding,Tumor Regression
7893,C1831991,Pharmacologic Substance,Carcinoembryonic Antigen-Expressing Measles Virus
7894,C0024667,Neoplastic Process,Animal Mammary Neoplasms
7895,C2348767,Qualitative Concept,Therapeutic Efficacy
7896,C0003069,Animal,"Animals, Transgenic"
7897,C0021102,Medical Device,Implants
7898,C4721208,Neoplastic Process,Metastatic castration-resistant prostate cancer
7899,C0868941,Machine Activity,Data Processing
7900,C0279336,Therapeutic or Preventive Procedure,altretamine/cisplatin/cyclophosphamide/misonidazole protocol
7901,C0450063,Population Group,Pedestrians
7902,C1428758,Gene or Genome,FAM53B gene
7903,C0030855,Organic Chemical,Pentachlorophenol
7904,C1881693,Finding,Medical Device Incompatibility Problem
7905,C1516770,Machine Activity,Computer Analysis
7906,C1160689,Genetic Function,viral genome packaging
7907,C0558024,Health Care Activity,Functional behavioral assessment
7908,C0042738,"Amino Acid, Peptide, or Protein",Viral Structural Proteins
7909,C1706793,Amino Acid Sequence,Amino-Terminal Amino Acid
7910,C1705280,Gene or Genome,CDKN2A wt Allele
7911,C0039297,"Element, Ion, or Isotope",tantalum
7912,C0631761,Organic Chemical,WP 1
7913,C1420160,Gene or Genome,SLC25A3 gene
7914,C0225385,Tissue,Structure of respiratory epithelium
7915,C1266928,"Body Part, Organ, or Organ Component",Nasal turbinate bone structure
7916,C0011334,Disease or Syndrome,Dental caries
7917,C1516036,Tissue,Apical Domain of the Epithelium
7918,C0205122,Spatial Concept,Segmental
7919,C1179187,Tissue,Lamina Propria
7920,C0225344,Tissue,Tunica submucosa
7921,C3888518,Laboratory or Test Result,CD20 Positive
7922,C1515232,Molecular Biology Research Technique,TdT-Mediated dUTP Nick End Labeling Assay
7923,C0487602,Laboratory Procedure,Staining method
7924,C0054946,Immunologic Factor,CD20 Antigens
7925,C1417374,Gene or Genome,MSR1 gene
7926,C3151529,notype,Lethal
7927,C1416731,Gene or Genome,KRT18 gene
7928,C1182794,Clinical Attribute,Ciliated
7929,C0442598,Manufactured Object,Bank (environment)
7930,C1668248,Fish,Iso
7931,C0445356,Finding,Unrelated (finding)
7932,C0376601,Biologically Active Substance,Integrase Inhibitors
7933,C0037334,Geographic Area,Slovenia
7934,C1552603,Intellectual Product,search - EntityNameUse
7935,C0050178,"Nucleic Acid, Nucleoside, or Nucleotide",buciclovir
7936,C1623258,Diagnostic Procedure,Electrocardiography
7937,C0038257,Medical Device,"Stent, device"
7938,C0342579,Pathologic Function,Electrolyte imbalance
7939,C0206485,Virus,Arterivirus
7940,C1413204,Gene or Genome,CD163 gene
7941,C0206745,Mammal,"Mice, Knockout"
7942,C1421894,Gene or Genome,ANP32A gene
7943,C0016790,"Amino Acid, Peptide, or Protein",Fucosyltransferase
7944,C4279981,Molecular Biology Research Technique,Genome Editing
7945,C1136016,Mammal,Sus scrofa domestica
7946,C0077503,Receptor,Tumor Necrosis Factor Receptor
7947,C1363984,Gene or Genome,TNFRSF1A gene
7948,C0040018,"Amino Acid, Peptide, or Protein",thrombin
7949,C1532342,Quantitative Concept,Reference laboratory
7950,C4284282,notype,COPD Assessment Test Questionnaire
7951,C0521097,Functional Concept,Cleared by
7952,C0030779,Disease or Syndrome,Pelger-Huet Anomaly
7953,C0206510,Virus,Flaviviridae
7954,C1334145,Gene or Genome,ITGAX gene
7955,C0475358,Tissue,Tumor tissue sample
7956,C0016094,Intellectual Product,File (record)
7957,C4048755,Functional Concept,Apply
7958,C1150682,Molecular Function,ubiquitin-like protein ligase activity
7959,C1412756,Gene or Genome,BCHE gene
7960,C0023031,Pharmacologic Substance,lanthanum
7961,C3853734,Biologic Function,viral process
7962,C1512886,Nucleotide Sequence,Internal Ribosome Entry Sites
7963,C0376573,Virus,GB virus B
7964,C1366566,Gene or Genome,CCL27 gene
7965,C2247081,Cell Component,host cell membrane
7966,C4743737,Quantitative Concept,Absolute Bioavailability
7967,C0231203,Functional Concept,predisposed
7968,C3274800,Clinical Attribute,Disease Presentation
7969,C1708200,Intellectual Product,GenBank Accession Number
7970,C0021936,Organic Chemical,inulin
7971,C0596177,Molecular Function,Biocompatibility
7972,C0002482,Organic Chemical,Amides
7973,C1710088,Manufactured Object,Single Dose Vial
7974,C1563732,Chemical Viewed Structurally,Dendrimers
7975,C0038734,Organic Chemical,Sulfhydryl Compounds
7976,C1332713,Gene or Genome,CD47 gene
7977,C0002763,Pharmacologic Substance,Central Nervous System Stimulants
7978,C1817907,Organism Function,T cell mediated immunity
7979,C1149337,Molecular Function,profilin binding
7980,C4684630,Functional Concept,Data Originator
7981,C0206055,Laboratory Procedure,"Spectroscopy, Fourier Transform Infrared"
7982,C3658328,Laboratory Procedure,Metabolic Flux Analysis
7983,C0040577,Biologically Active Substance,Trace Elements
7984,C0376432,Medical Device,Bioreactors
7985,C0013185,Health Care Related Organization,Drug Industry
7986,C1417134,Gene or Genome,MGAT2 gene
7987,C0011321,Laboratory Procedure,Densitometry
7988,C0071556,Organic Chemical,polyether sulfone
7989,C0024851,Geographic Area,Marshall Islands
7990,C0005270,"Amino Acid, Peptide, or Protein",BETA-N-ACETYLHEXOSAMINIDASE
7991,C0678530,Occupation or Discipline,Natural Science Disciplines
7992,C0204695,Health Care Activity,Feeding patient
7993,C0034085,Organic Chemical,Pulmonary Surfactants
7994,C0597666,Physiologic Function,visual tracking
7995,C0032254,Organic Chemical,Pluronic F68
7996,C1555016,Intellectual Product,File Transfer Protocol
7997,C0028814,Geographic Area,Oceans
7998,C0032361,Geographic Area,Polar Regions
7999,C1538066,Gene or Genome,NKRF gene
8000,C1257927,"Amino Acid, Peptide, or Protein",Endocellulases
8001,C3893605,Cell Component,unencapsulated part of cell
8002,C0681829,Research Activity,in vivo study
8003,C0035164,Intellectual Product,Request for Proposals
8004,C0684274,Individual Behavior,Self-control as a personality trait
8005,C4253251,Intellectual Product,Biological molecule
8006,C3826866,Therapeutic or Preventive Procedure,Bortezomib/Cyclophosphamide/Dexamethasone Regimen
8007,C0034375,Qualitative Concept,Qualitative Evaluation
8008,C5202706,Laboratory Procedure,Stable Isotope Labeling with Amino Acids in Cell Culture
8009,C3898767,Substance,Inducer
8010,C1953345,Cell Component,Region of chromosome
8011,C0334154,Functional Concept,adherent
8012,C0004376,Machine Activity,Automation
8013,C1149888,Molecular Function,alkaline phosphatase activity
8014,C1318906,Laboratory Procedure,Alizarin Red S stain method
8015,C1844596,Finding,Spheroids
8016,C0042768,Research Activity,Virus Cultivation
8017,C0263541,Disease or Syndrome,Equine laminitis
8018,C0336852,Manufactured Object,Ferry
8019,C0007616,Laboratory Procedure,Cell Separation
8020,C1564139,"Amino Acid, Peptide, or Protein",Mutant Proteins
8021,C0338117,Therapeutic or Preventive Procedure,cyclophosphamide/interferon alfa/prednisone
8022,C3812213,"Indicator, Reagent, or Diagnostic Aid",Fetal Bovine Serum
8023,C1749488,Cell Component,clathrin adaptor
8024,C1333202,Gene or Genome,DAB2 gene
8025,C0178654,Genetic Function,gene complementation
8026,C1422082,Gene or Genome,FBXO8 gene
8027,C0018935,Laboratory Procedure,Hematocrit procedure
8028,C0023418,Neoplastic Process,leukemia
8029,C1677349,Plant,Rhus chinensis
8030,C1281905,Finding,At risk of disease
8031,C4763260,Body Location or Region,Hudson line
8032,C0178467,Occupational Activity,air treatment
8033,C0599634,Geographic Area,Landfills
8034,C1517508,Genetic Function,Genetic Information Processing Pathway
8035,C0002556,Organic Chemical,Aminoglycosides
8036,C2266957,Organic Chemical,Amphenicols [Chemical/Ingredient]
8037,C0038760,Organic Chemical,Sulfonamides
8038,C0039651,Chemical Viewed Structurally,Tetracyclines
8039,C5209294,Intellectual Product,Clinical relevance
8040,C4054552,Machine Activity,Medical Device Malfunction
8041,C0032248,Occupation or Discipline,Plumbing
8042,C4076168,Bacterium,Multidrug-resistant bacteria
8043,C0041912,Disease or Syndrome,Upper Respiratory Infections
8044,C0013330,Substance,Dust
8045,C0001344,Disease or Syndrome,Acute pharyngitis
8046,C0265338,Disease or Syndrome,Coffin-Siris syndrome
8047,C2951520,Body Location or Region,Rostromedial auditory cortex
8048,C0332137,Qualitative Concept,Principal diagnosis
8049,C0017452,Geographic Area,"Georgia, USA"
8050,C0376669,Molecular Function,DNA Fragmentation
8051,C0002083,Organic Chemical,allantoin
8052,C0968294,"Nucleic Acid, Nucleoside, or Nucleotide",dihydroorotate
8053,C0058107,"Amino Acid, Peptide, or Protein",Dihydropyrimidinase
8054,C1174885,Organic Chemical,dihydromyricetin
8055,C0060444,Organic Chemical,Flavonols
8056,C0064280,Organic Chemical,kaempferol
8057,C0060992,Organic Chemical,galangin
8058,C1579835,Organic Chemical,scutellarein
8059,C0436307,Therapeutic or Preventive Procedure,Chemoradiotherapy
8060,C0300526,"Indicator, Reagent, or Diagnostic Aid",Griess reagent
8061,C0205124,Spatial Concept,Superficial
8062,C0869010,Mammal,Young dog
8063,C0180239,Manufactured Object,Curtain
8064,C1659989,Finding,Respiratory problem
8065,C1709362,Manufactured Object,Outlet Device
8066,C0446624,"Body Part, Organ, or Organ Component",Respiratory organs
8067,C0949889,Virus,Marburgvirus
8068,C0085150,Virus,Filoviridae
8069,C0022337,Geographic Area,Jamaica
8070,C3899953,Intellectual Product,Beck Lethality Scale
8071,C0036329,Disease or Syndrome,Schistosomiasis japonica
8072,C1414609,Gene or Genome,FGL2 gene
8073,C0023891,Disease or Syndrome,"Liver Cirrhosis, Alcoholic"
8074,C0069507,"Amino Acid, Peptide, or Protein","E7 protein, Human papillomavirus type 18"
8075,C1417874,Gene or Genome,NUCB1 gene
8076,C1293130,Therapeutic or Preventive Procedure,Stabilization
8077,C1413504,Gene or Genome,CLPP gene
8078,C0038859,Cell or Molecular Dysfunction,Suppressor Mutation
8079,C1825552,Gene or Genome,HTRA1 gene
8080,C2349967,Anatomical Structure,Compartment of cell
8081,C0001271,"Amino Acid, Peptide, or Protein",Actins
8082,C1449705,Laboratory Procedure,Co-Immunoprecipitation
8083,C0015528,"Amino Acid, Peptide, or Protein",factor XIII
8084,C0600235,Eukaryote,Leafhoppers
8085,C0332462,Spatial Concept,Folded structure
8086,C0014383,Virus,Enterovirus
8087,C0035682,"Nucleic Acid, Nucleoside, or Nucleotide",RNA Precursors
8088,C1418298,Gene or Genome,PCBP2 gene
8089,C0030943,"Amino Acid, Peptide, or Protein",Peptide Initiation Factors
8090,C0010840,Finding,Vacuolation
8091,C1413828,Gene or Genome,CXADR gene
8092,C1524026,Cell Function,"Metabolic Process, Cellular"
8093,C2347839,Health Care Related Organization,Commission on Cancer
8094,C0598079,Organization,American Type Culture Collection
8095,C0055134,Pharmacologic Substance,cesium chloride
8096,C3826990,Intellectual Product,Impact of Visual Impairment Scale Questionnaire
8097,C1413503,Gene or Genome,CLOCK gene
8098,C0815047,"Amino Acid, Peptide, or Protein",Regulatory Protein
8099,C1412544,Gene or Genome,ARNTL gene
8100,C0008810,Organism Function,Circadian Rhythms
8101,C0128400,"Amino Acid, Peptide, or Protein",Regulatory Factor X1
8102,C0018553,Neoplastic Process,"Hamartoma Syndrome, Multiple"
8103,C0231921,Organ or Tissue Function,Pulmonary function
8104,C1148560,Molecular Function,molecular_function
8105,C0150593,Daily or Recreational Activity,game
8106,C3242229,Idea or Concept,ineffective
8107,C1516615,Health Care Activity,Clinical Management
8108,C0220808,Quantitative Concept,Financial compensation
8109,C0035039,Idea or Concept,Religion
8110,C0039561,Organic Chemical,Terpenes
8111,C0041113,Organic Chemical,Triterpenes
8112,C3850001,Diagnostic Procedure,1H NMR
8113,C1520122,Organic Chemical,Compound 42
8114,C0152936,Disease or Syndrome,"Plague, Septicemic"
8115,C3890718,Conceptual Entity,Accountable Party
8116,C0008667,Cell Component,"Chromosomes, Human, Pair 4"
8117,C0036863,Biologically Active Substance,Sex Attractants
8118,C0031516,Biologically Active Substance,Pheromone
8119,C0065548,"Amino Acid, Peptide, or Protein",major urinary proteins
8120,C0085114,Gene or Genome,NF2 gene
8121,C0995203,Intellectual Product,NCBI Taxonomy
8122,C0019612,Cell,Histiocytes
8123,C1819426,Organism Function,chemokine production
8124,C2347026,Body Substance,Biospecimen
8125,C4724475,Laboratory Procedure,Enrichment (technique)
8126,C3898624,Diagnostic Procedure,Laser Doppler Imaging
8127,C2699997,Laboratory Procedure,Energy Dispersive Spectroscopy
8128,C0061791,Inorganic Chemical,"gold tetrachloride, acid"
8129,C0149725,Disease or Syndrome,Lower respiratory tract infection
8130,C0451423,Intellectual Product,Respiratory index
8131,C1705150,Gene or Genome,FLT1 wt Allele
8132,C2984320,Functional Concept,Complement and Coagulation Cascade
8133,C5206630,Patient or Disabled Group,Abdominal Surgery Patient
8134,C1418797,Gene or Genome,PPID gene
8135,C0207509,"Amino Acid, Peptide, or Protein",Cytochrome P-450 CYP1A2
8136,C0534137,"Amino Acid, Peptide, or Protein","CYP2B6 protein, human"
8137,C0960580,"Amino Acid, Peptide, or Protein","CYP2C19 protein, human"
8138,C0439611,Temporal Concept,Preliminary
8139,C0991865,Pharmacologic Substance,PHOSPHATE BUFFERS
8140,C0016410,Organic Chemical,folic acid
8141,C0008286,Organic Chemical,chlorpromazine
8142,C0034403,Organic Chemical,quinacrine
8143,C0318759,Virus,"Dengue virus, type 2"
8144,C0009743,Virus,"Hemorrhagic Fever Virus, Crimean-Congo"
8145,C0042587,Virus,Vesicular stomatitis Indiana virus
8146,C0043027,Activity,War
8147,C0032371,Disease or Syndrome,Poliomyelitis
8148,C0162429,Disease or Syndrome,Malnutrition
8149,C0005938,Clinical Attribute,Bone Density
8150,C0679878,Health Care Activity,acute care
8151,C0035273,Therapeutic or Preventive Procedure,Resuscitation procedure
8152,C0205174,Quantitative Concept,Triplicate
8153,C4505431,Research Activity,Research Strategy
8154,C1553514,Functional Concept,face-to-face
8155,C0009241,Mental or Behavioral Dysfunction,Cognition Disorders
8156,C0085537,Professional or Occupational Group,Caregiver
8157,C0443303,Temporal Concept,short-term
8158,C1135809,Therapeutic or Preventive Procedure,Caloric Restriction
8159,C3828678,"Indicator, Reagent, or Diagnostic Aid",Oxidized Avidin
8160,C0015688,Organic Chemical,Nonesterified Fatty Acids
8161,C0005893,Diagnostic Procedure,Body mass index procedure
8162,C0041004,Organic Chemical,Triglycerides
8163,C0023824,Organic Chemical,LDL Cholesterol Lipoproteins
8164,C0023822,Organic Chemical,High Density Lipoprotein Cholesterol
8165,C0729627,Organic Chemical,Non-high density lipoprotein cholesterol (substance)
8166,C0878826,Medical Device,"Analyzers, Physiologic, Middle Ear, Acoustic Reflectometry"
8167,C0206431,Cell Function,Antigen Presentation
8168,C1155042,Cell Function,T-helper cell differentiation
8169,C1413244,Gene or Genome,CD8A gene
8170,C1332717,Immunologic Factor,"CD8 Antigen, Beta Polypeptide 1"
8171,C0560137,Quantitative Concept,lux unit
8172,C0026764,Neoplastic Process,Multiple Myeloma
8173,C0678128,Neoplastic Process,Friend leukemia
8174,C1334112,Gene or Genome,IL1B gene
8175,C1423506,Gene or Genome,SPINK5 gene
8176,C0870689,Finding,Income Level
8177,C1261082,"Body Part, Organ, or Organ Component",Left coronary artery structure
8178,C1883582,Quantitative Concept,Yoctogram
8179,C1140621,"Body Part, Organ, or Organ Component",Leg
8180,C1641393,Virus,Bocavirus
8181,C0014378,Disease or Syndrome,Enterovirus Infections
8182,C1423036,Gene or Genome,ITPKC gene
8183,C0013140,Natural Phenomenon or Process,Droughts
8184,C0681067,Functional Concept,international trade
8185,C0037907,Organic Chemical,Sphingosine
8186,C1412573,Gene or Genome,ASAH1 gene
8187,C0029446,"Amino Acid, Peptide, or Protein",Osteonectin
8188,C0037680,Research Activity,Sonication
8189,C0042553,Organic Chemical,Versed
8190,C4684680,Qualitative Concept,Granularity
8191,C1382398,Finding,Increased capillary permeability (finding)
8192,C1332691,Gene or Genome,CCL5 gene
8193,C1516687,Cell,Coactivated T Cell
8194,C1337208,Food,Fig Flavor
8195,C0022727,Bacterium,Klebsiella
8196,C0033808,Bacterium,Pseudomonas
8197,C3640875,Laboratory Procedure,Microbial Liquid Culture
8198,C1514218,Immunologic Factor,Polyvalent Vaccine
8199,C0398738,Disease or Syndrome,Leukocyte adhesion deficiency type 1
8200,C4054524,Laboratory Procedure,Microneutralization Assay
8201,C0004599,"Amino Acid, Peptide, or Protein",bacitracin
8202,C1849265,Finding,Overgrowth
8203,C2350258,Biomedical Occupation or Discipline,Integrative Medicine
8204,C0016617,Organization,Foundations
8205,C0018721,Quantitative Concept,Health Workforce
8206,C4684571,Health Care Activity,Baseline Assessment
8207,C0014282,Geographic Area,England
8208,C0003723,Disease or Syndrome,Arbovirus Infections
8209,C0077938,Organic Chemical,ursolic acid
8210,C0073590,Organic Chemical,rosmarinic acid
8211,C0013900,Organic Chemical,ellagic acid
8212,C1442457,Temporal Concept,2 Weeks
8213,C5198073,Organic Chemical,PLX5622
8214,C1333897,Gene or Genome,HIF1A gene
8215,C1009413,Bacterium,Bradyrhizobiaceae
8216,C0035702,"Nucleic Acid, Nucleoside, or Nucleotide","RNA, Ribosomal, 16S"
8217,C3271951,Cell Function,macropinocytosis
8218,C0949285,Organism Attribute,"Antibiotic Resistance, Microbial"
8219,C0042614,Qualitative Concept,veterinary aspects
8220,C0936087,Virus,"Coronavirus, Feline"
8221,C0020838,Immunologic Factor,Secretory Immunoglobulin A
